City,Countries,Country,Date,Observation,Opponent,Round,Stadium,Team,Time,Year,Game #,Opponent G,Team G
Gothenburg,England,Sweden,11-06-1958,,England,Group 4,Nya Ullevi,Brazil, 19:00,1958,110,0,0
Gothenburg,Brazil,Sweden,11-06-1958,,Brazil,Group 4,Nya Ullevi,England, 19:00,1958,110,0,0
Solna,Wales,Sweden,11-06-1958,,Wales,Group 3,Rasunda Stadium,Mexico, 19:00,1958,111,1,1
Solna,Mexico,Sweden,11-06-1958,,Mexico,Group 3,Rasunda Stadium,Wales, 19:00,1958,111,1,1
Norrkï¿½Ping,Paraguay,Sweden,11-06-1958,,Scotland,Group 2,Idrottsparken,Paraguay, 19:00,1958,112,2,3
Norrkï¿½Ping,Paraguay,Sweden,11-06-1958,,Paraguay,Group 2,Idrottsparken,Scotland, 19:00,1958,112,3,2
Vasteras,Yugoslavia,Sweden,11-06-1958,,France,Group 2,Arosvallen,Yugoslavia, 19:00,1958,113,2,3
Vasteras,Yugoslavia,Sweden,11-06-1958,,Yugoslavia,Group 2,Arosvallen,France, 19:00,1958,113,3,2
Boras,Soviet Union,Sweden,11-06-1958,,Austria,Group 4,Ryavallen,Soviet Union, 19:00,1958,114,0,2
Boras,Soviet Union,Sweden,11-06-1958,,Soviet Union,Group 4,Ryavallen,Austria, 19:00,1958,114,2,0
Helsingborg,Czechoslovakia,Sweden,11-06-1958,,Czechoslovakia,Group 1,Olympia Stadium,Germany FR, 19:00,1958,115,2,2
Helsingborg,Germany FR,Sweden,11-06-1958,,Germany FR,Group 1,Olympia Stadium,Czechoslovakia, 19:00,1958,115,2,2
Halmstad,Argentina,Sweden,11-06-1958,,Northern Ireland,Group 1,Orjans Vall,Argentina, 19:00,1958,116,1,3
Halmstad,Argentina,Sweden,11-06-1958,,Argentina,Group 1,Orjans Vall,Northern Ireland, 19:00,1958,116,3,1
Solna,Sweden,Sweden,12-06-1958,,Hungary,Group 3,Rasunda Stadium,Sweden, 19:00,1958,117,1,2
Solna,Sweden,Sweden,12-06-1958,,Sweden,Group 3,Rasunda Stadium,Hungary, 19:00,1958,117,2,1
Solna,Wales,Sweden,15-06-1958,,Wales,Group 3,Rasunda Stadium,Sweden, 14:00,1958,118,0,0
Solna,Sweden,Sweden,15-06-1958,,Sweden,Group 3,Rasunda Stadium,Wales, 14:00,1958,118,0,0
Gothenburg,Brazil,Sweden,15-06-1958,,Soviet Union,Group 4,Nya Ullevi,Brazil, 19:00,1958,119,0,2
Gothenburg,Brazil,Sweden,15-06-1958,,Brazil,Group 4,Nya Ullevi,Soviet Union, 19:00,1958,119,2,0
Malmï¿½,Northern Ireland,Sweden,15-06-1958,,Northern Ireland,Group 1,Malmo Stadion,Germany FR, 19:00,1958,120,2,2
Malmï¿½,Germany FR,Sweden,15-06-1958,,Germany FR,Group 1,Malmo Stadion,Northern Ireland, 19:00,1958,120,2,2
Sandviken,Hungary,Sweden,15-06-1958,,Mexico,Group 3,Jarnvallen,Hungary, 19:00,1958,121,0,4
Sandviken,Hungary,Sweden,15-06-1958,,Hungary,Group 3,Jarnvallen,Mexico, 19:00,1958,121,4,0
Eskilstuna,Yugoslavia,Sweden,15-06-1958,,Yugoslavia,Group 2,Tunavallen,Paraguay, 19:00,1958,122,3,3
Eskilstuna,Paraguay,Sweden,15-06-1958,,Paraguay,Group 2,Tunavallen,Yugoslavia, 19:00,1958,122,3,3
Orebro,France,Sweden,15-06-1958,,Scotland,Group 2,Eyravallen,France, 19:00,1958,123,1,2
Orebro,France,Sweden,15-06-1958,,France,Group 2,Eyravallen,Scotland, 19:00,1958,123,2,1
Boras,Austria,Sweden,15-06-1958,,Austria,Group 4,Ryavallen,England, 19:00,1958,124,2,2
Boras,England,Sweden,15-06-1958,,England,Group 4,Ryavallen,Austria, 19:00,1958,124,2,2
Helsingborg,Czechoslovakia,Sweden,15-06-1958,,Argentina,Group 1,Olympia Stadium,Czechoslovakia, 19:00,1958,125,1,6
Helsingborg,Czechoslovakia,Sweden,15-06-1958,,Czechoslovakia,Group 1,Olympia Stadium,Argentina, 19:00,1958,125,6,1
Gothenburg,Soviet Union,Sweden,17-06-1958,,England,Group 4,Nya Ullevi,Soviet Union, 19:00,1958,126,0,1
Gothenburg,Soviet Union,Sweden,17-06-1958,,Soviet Union,Group 4,Nya Ullevi,England, 19:00,1958,126,1,0
Malmï¿½,Northern Ireland,Sweden,17-06-1958,Northern Ireland win after extra time,Czechoslovakia,Group 1,Malmo Stadion,Northern Ireland, 19:00,1958,127,1,2
Malmï¿½,Northern Ireland,Sweden,17-06-1958,Northern Ireland win after extra time,Northern Ireland,Group 1,Malmo Stadion,Czechoslovakia, 19:00,1958,127,2,1
Solna,Wales,Sweden,17-06-1958,,Hungary,Group 3,Rasunda Stadium,Wales, 19:00,1958,128,1,2
Solna,Wales,Sweden,17-06-1958,,Wales,Group 3,Rasunda Stadium,Hungary, 19:00,1958,128,2,1
Gothenburg,Brazil,Sweden,19-06-1958,,Wales,Quarter-finals,Nya Ullevi,Brazil, 19:00,1958,129,0,1
Gothenburg,Brazil,Sweden,19-06-1958,,Brazil,Quarter-finals,Nya Ullevi,Wales, 19:00,1958,129,1,0
Malmï¿½,Germany FR,Sweden,19-06-1958,,Yugoslavia,Quarter-finals,Malmo Stadion,Germany FR, 19:00,1958,130,0,1
Malmï¿½,Germany FR,Sweden,19-06-1958,,Germany FR,Quarter-finals,Malmo Stadion,Yugoslavia, 19:00,1958,130,1,0
Solna,Sweden,Sweden,19-06-1958,,Soviet Union,Quarter-finals,Rasunda Stadium,Sweden, 19:00,1958,131,0,2
Solna,Sweden,Sweden,19-06-1958,,Sweden,Quarter-finals,Rasunda Stadium,Soviet Union, 19:00,1958,131,2,0
Norrkï¿½Ping,France,Sweden,19-06-1958,,Northern Ireland,Quarter-finals,Idrottsparken,France, 19:00,1958,132,0,4
Norrkï¿½Ping,France,Sweden,19-06-1958,,France,Quarter-finals,Idrottsparken,Northern Ireland, 19:00,1958,132,4,0
Gothenburg,Sweden,Sweden,24-06-1958,,Germany FR,Semi-finals,Nya Ullevi,Sweden, 19:00,1958,133,1,3
Gothenburg,Sweden,Sweden,24-06-1958,,Sweden,Semi-finals,Nya Ullevi,Germany FR, 19:00,1958,133,3,1
Solna,Brazil,Sweden,24-06-1958,,France,Semi-finals,Rasunda Stadium,Brazil, 19:00,1958,134,2,5
Solna,Brazil,Sweden,24-06-1958,,Brazil,Semi-finals,Rasunda Stadium,France, 19:00,1958,134,5,2
Gothenburg,France,Sweden,28-06-1958,,Germany FR,Match for third place,Nya Ullevi,France, 17:00,1958,135,3,6
Gothenburg,France,Sweden,28-06-1958,,France,Match for third place,Nya Ullevi,Germany FR, 17:00,1958,135,6,3
Solna,Brazil,Sweden,29-06-1958,,Sweden,Final,Rasunda Stadium,Brazil, 15:00,1958,136,2,5
Solna,Brazil,Sweden,29-06-1958,,Brazil,Final,Rasunda Stadium,Sweden, 15:00,1958,136,5,2
Arica,Uruguay,Chile,30-05-1962,,Colombia,Group 1,Carlos Dittborn,Uruguay, 15:00,1962,137,1,2
Arica,Uruguay,Chile,30-05-1962,,Uruguay,Group 1,Carlos Dittborn,Colombia, 15:00,1962,137,2,1
Vina Del Mar,Brazil,Chile,30-05-1962,,Mexico,Group 3,Estadio Sausalito,Brazil, 15:00,1962,138,0,2
Vina Del Mar,Brazil,Chile,30-05-1962,,Brazil,Group 3,Estadio Sausalito,Mexico, 15:00,1962,138,2,0
Rancagua,Argentina,Chile,30-05-1962,,Bulgaria,Group 4,Estadio El Teniente-Codelco,Argentina, 15:00,1962,139,0,1
Rancagua,Argentina,Chile,30-05-1962,,Argentina,Group 4,Estadio El Teniente-Codelco,Bulgaria, 15:00,1962,139,1,0
Santiago De Chile,Chile,Chile,30-05-1962,,Switzerland,Group 2,Nacional,Chile, 15:00,1962,140,1,3
Santiago De Chile,Chile,Chile,30-05-1962,,Chile,Group 2,Nacional,Switzerland, 15:00,1962,140,3,1
Arica,Soviet Union,Chile,31-05-1962,,Yugoslavia,Group 1,Carlos Dittborn,Soviet Union, 15:00,1962,141,0,2
Arica,Soviet Union,Chile,31-05-1962,,Soviet Union,Group 1,Carlos Dittborn,Yugoslavia, 15:00,1962,141,2,0
Vina Del Mar,Czechoslovakia,Chile,31-05-1962,,Spain,Group 3,Estadio Sausalito,Czechoslovakia, 15:00,1962,142,0,1
Vina Del Mar,Czechoslovakia,Chile,31-05-1962,,Czechoslovakia,Group 3,Estadio Sausalito,Spain, 15:00,1962,142,1,0
Rancagua,Hungary,Chile,31-05-1962,,England,Group 4,Estadio El Teniente-Codelco,Hungary, 15:00,1962,143,1,2
Rancagua,Hungary,Chile,31-05-1962,,Hungary,Group 4,Estadio El Teniente-Codelco,England, 15:00,1962,143,2,1
Santiago De Chile,Italy,Chile,31-05-1962,,Italy,Group 2,Nacional,Germany FR, 15:00,1962,144,0,0
Santiago De Chile,Germany FR,Chile,31-05-1962,,Germany FR,Group 2,Nacional,Italy, 15:00,1962,144,0,0
Arica,Yugoslavia,Chile,02-06-1962,,Uruguay,Group 1,Carlos Dittborn,Yugoslavia, 15:00,1962,145,1,3
Arica,Yugoslavia,Chile,02-06-1962,,Yugoslavia,Group 1,Carlos Dittborn,Uruguay, 15:00,1962,145,3,1
Vina Del Mar,Czechoslovakia,Chile,02-06-1962,,Czechoslovakia,Group 3,Estadio Sausalito,Brazil, 15:00,1962,146,0,0
Vina Del Mar,Brazil,Chile,02-06-1962,,Brazil,Group 3,Estadio Sausalito,Czechoslovakia, 15:00,1962,146,0,0
Rancagua,England,Chile,02-06-1962,,Argentina,Group 4,Estadio El Teniente-Codelco,England, 15:00,1962,147,1,3
Rancagua,England,Chile,02-06-1962,,England,Group 4,Estadio El Teniente-Codelco,Argentina, 15:00,1962,147,3,1
Santiago De Chile,Chile,Chile,02-06-1962,,Italy,Group 2,Nacional,Chile, 15:00,1962,148,0,2
Santiago De Chile,Chile,Chile,02-06-1962,,Chile,Group 2,Nacional,Italy, 15:00,1962,148,2,0
Arica,Colombia,Chile,03-06-1962,,Colombia,Group 1,Carlos Dittborn,Soviet Union, 15:00,1962,149,4,4
Arica,Soviet Union,Chile,03-06-1962,,Soviet Union,Group 1,Carlos Dittborn,Colombia, 15:00,1962,149,4,4
Vina Del Mar,Spain,Chile,03-06-1962,,Mexico,Group 3,Estadio Sausalito,Spain, 15:00,1962,150,0,1
Vina Del Mar,Spain,Chile,03-06-1962,,Spain,Group 3,Estadio Sausalito,Mexico, 15:00,1962,150,1,0
Rancagua,Hungary,Chile,03-06-1962,,Bulgaria,Group 4,Estadio El Teniente-Codelco,Hungary, 15:00,1962,151,1,6
Rancagua,Hungary,Chile,03-06-1962,,Hungary,Group 4,Estadio El Teniente-Codelco,Bulgaria, 15:00,1962,151,6,1
Santiago De Chile,Germany FR,Chile,03-06-1962,,Switzerland,Group 2,Nacional,Germany FR, 15:00,1962,152,1,2
Santiago De Chile,Germany FR,Chile,03-06-1962,,Germany FR,Group 2,Nacional,Switzerland, 15:00,1962,152,2,1
Arica,Soviet Union,Chile,06-06-1962,,Uruguay,Group 1,Carlos Dittborn,Soviet Union, 15:00,1962,153,1,2
Arica,Soviet Union,Chile,06-06-1962,,Soviet Union,Group 1,Carlos Dittborn,Uruguay, 15:00,1962,153,2,1
Vina Del Mar,Brazil,Chile,06-06-1962,,Spain,Group 3,Estadio Sausalito,Brazil, 15:00,1962,154,1,2
Vina Del Mar,Brazil,Chile,06-06-1962,,Brazil,Group 3,Estadio Sausalito,Spain, 15:00,1962,154,2,1
Rancagua,Argentina,Chile,06-06-1962,,Argentina,Group 4,Estadio El Teniente-Codelco,Hungary, 15:00,1962,155,0,0
Rancagua,Hungary,Chile,06-06-1962,,Hungary,Group 4,Estadio El Teniente-Codelco,Argentina, 15:00,1962,155,0,0
Santiago De Chile,Germany FR,Chile,06-06-1962,,Chile,Group 2,Nacional,Germany FR, 15:00,1962,156,0,2
Santiago De Chile,Germany FR,Chile,06-06-1962,,Germany FR,Group 2,Nacional,Chile, 15:00,1962,156,2,0
Arica,Yugoslavia,Chile,07-06-1962,,Colombia,Group 1,Carlos Dittborn,Yugoslavia, 15:00,1962,157,0,5
Arica,Yugoslavia,Chile,07-06-1962,,Yugoslavia,Group 1,Carlos Dittborn,Colombia, 15:00,1962,157,5,0
Vina Del Mar,Mexico,Chile,07-06-1962,,Czechoslovakia,Group 3,Estadio Sausalito,Mexico, 15:00,1962,158,1,3
Vina Del Mar,Mexico,Chile,07-06-1962,,Mexico,Group 3,Estadio Sausalito,Czechoslovakia, 15:00,1962,158,3,1
Rancagua,Bulgaria,Chile,07-06-1962,,Bulgaria,Group 4,Estadio El Teniente-Codelco,England, 15:00,1962,159,0,0
Rancagua,England,Chile,07-06-1962,,England,Group 4,Estadio El Teniente-Codelco,Bulgaria, 15:00,1962,159,0,0
Santiago De Chile,Italy,Chile,07-06-1962,,Switzerland,Group 2,Nacional,Italy, 15:00,1962,160,0,3
Santiago De Chile,Italy,Chile,07-06-1962,,Italy,Group 2,Nacional,Switzerland, 15:00,1962,160,3,0
Arica,Chile,Chile,10-06-1962,,Soviet Union,Quarter-finals,Carlos Dittborn,Chile, 14:30,1962,161,1,2
Arica,Chile,Chile,10-06-1962,,Chile,Quarter-finals,Carlos Dittborn,Soviet Union, 14:30,1962,161,2,1
Vina Del Mar,Brazil,Chile,10-06-1962,,England,Quarter-finals,Estadio Sausalito,Brazil, 14:30,1962,162,1,3
Vina Del Mar,Brazil,Chile,10-06-1962,,Brazil,Quarter-finals,Estadio Sausalito,England, 14:30,1962,162,3,1
Rancagua,Czechoslovakia,Chile,10-06-1962,,Hungary,Quarter-finals,Estadio El Teniente-Codelco,Czechoslovakia, 14:30,1962,163,0,1
Rancagua,Czechoslovakia,Chile,10-06-1962,,Czechoslovakia,Quarter-finals,Estadio El Teniente-Codelco,Hungary, 14:30,1962,163,1,0
Santiago De Chile,Yugoslavia,Chile,10-06-1962,,Germany FR,Quarter-finals,Nacional,Yugoslavia, 14:30,1962,164,0,1
Santiago De Chile,Yugoslavia,Chile,10-06-1962,,Yugoslavia,Quarter-finals,Nacional,Germany FR, 14:30,1962,164,1,0
Vina Del Mar,Czechoslovakia,Chile,13-06-1962,,Yugoslavia,Semi-finals,Estadio Sausalito,Czechoslovakia, 14:30,1962,165,1,3
Vina Del Mar,Czechoslovakia,Chile,13-06-1962,,Czechoslovakia,Semi-finals,Estadio Sausalito,Yugoslavia, 14:30,1962,165,3,1
Santiago De Chile,Brazil,Chile,13-06-1962,,Chile,Semi-finals,Nacional,Brazil, 14:30,1962,166,2,4
Santiago De Chile,Brazil,Chile,13-06-1962,,Brazil,Semi-finals,Nacional,Chile, 14:30,1962,166,4,2
Santiago De Chile,Chile,Chile,16-06-1962,,Yugoslavia,Match for third place,Nacional,Chile, 14:30,1962,167,0,1
Santiago De Chile,Chile,Chile,16-06-1962,,Chile,Match for third place,Nacional,Yugoslavia, 14:30,1962,167,1,0
Santiago De Chile,Brazil,Chile,17-06-1962,,Czechoslovakia,Final,Nacional,Brazil, 14:30,1962,168,1,3
Santiago De Chile,Brazil,Chile,17-06-1962,,Brazil,Final,Nacional,Czechoslovakia, 14:30,1962,168,3,1
London,Uruguay,England,11-07-1966,,Uruguay,Group 1,Wembley Stadium,England, 19:30,1966,169,0,0
London,England,England,11-07-1966,,England,Group 1,Wembley Stadium,Uruguay, 19:30,1966,169,0,0
Sheffield,Germany FR,England,12-07-1966,,Switzerland,Group 2,Hillsborough,Germany FR, 19:30,1966,170,0,5
Sheffield,Germany FR,England,12-07-1966,,Germany FR,Group 2,Hillsborough,Switzerland, 19:30,1966,170,5,0
Liverpool,Brazil,England,12-07-1966,,Bulgaria,Group 3,Goodison Park,Brazil, 19:30,1966,171,0,2
Liverpool,Brazil,England,12-07-1966,,Brazil,Group 3,Goodison Park,Bulgaria, 19:30,1966,171,2,0
Middlesbrough,Soviet Union,England,12-07-1966,,Korea DPR,Group 4,Ayresome Park,Soviet Union, 19:30,1966,172,0,3
Middlesbrough,Soviet Union,England,12-07-1966,,Soviet Union,Group 4,Ayresome Park,Korea DPR, 19:30,1966,172,3,0
London,Mexico,England,13-07-1966,,Mexico,Group 1,Wembley Stadium,France, 19:30,1966,173,1,1
London,France,England,13-07-1966,,France,Group 1,Wembley Stadium,Mexico, 19:30,1966,173,1,1
Manchester,Portugal,England,13-07-1966,,Hungary,Group 3,Old Trafford Stadium,Portugal, 19:30,1966,174,1,3
Manchester,Portugal,England,13-07-1966,,Portugal,Group 3,Old Trafford Stadium,Hungary, 19:30,1966,174,3,1
Birmingham,Argentina,England,13-07-1966,,Spain,Group 2,Villa Park,Argentina, 19:30,1966,175,1,2
Birmingham,Argentina,England,13-07-1966,,Argentina,Group 2,Villa Park,Spain, 19:30,1966,175,2,1
Sunderland,Italy,England,13-07-1966,,Chile,Group 4,Roker Park Ground,Italy, 19:30,1966,176,0,2
Sunderland,Italy,England,13-07-1966,,Italy,Group 4,Roker Park Ground,Chile, 19:30,1966,176,2,0
London,Uruguay,England,15-07-1966,,France,Group 1,White City,Uruguay, 19:30,1966,177,1,2
London,Uruguay,England,15-07-1966,,Uruguay,Group 1,White City,France, 19:30,1966,177,2,1
Sheffield,Spain,England,15-07-1966,,Switzerland,Group 2,Hillsborough,Spain, 19:30,1966,178,1,2
Sheffield,Spain,England,15-07-1966,,Spain,Group 2,Hillsborough,Switzerland, 19:30,1966,178,2,1
Liverpool,Hungary,England,15-07-1966,,Brazil,Group 3,Goodison Park,Hungary, 19:30,1966,179,1,3
Liverpool,Hungary,England,15-07-1966,,Hungary,Group 3,Goodison Park,Brazil, 19:30,1966,179,3,1
Middlesbrough,Chile,England,15-07-1966,,Chile,Group 4,Ayresome Park,Korea DPR, 19:30,1966,180,1,1
Middlesbrough,Korea DPR,England,15-07-1966,,Korea DPR,Group 4,Ayresome Park,Chile, 19:30,1966,180,1,1
Manchester,Portugal,England,16-07-1966,,Bulgaria,Group 3,Old Trafford Stadium,Portugal, 15:00,1966,181,0,3
Manchester,Portugal,England,16-07-1966,,Portugal,Group 3,Old Trafford Stadium,Bulgaria, 15:00,1966,181,3,0
Birmingham,Argentina,England,16-07-1966,,Argentina,Group 2,Villa Park,Germany FR, 15:00,1966,182,0,0
Birmingham,Germany FR,England,16-07-1966,,Germany FR,Group 2,Villa Park,Argentina, 15:00,1966,182,0,0
Sunderland,Soviet Union,England,16-07-1966,,Italy,Group 4,Roker Park Ground,Soviet Union, 15:00,1966,183,0,1
Sunderland,Soviet Union,England,16-07-1966,,Soviet Union,Group 4,Roker Park Ground,Italy, 15:00,1966,183,1,0
London,England,England,16-07-1966,,Mexico,Group 1,Wembley Stadium,England, 19:30,1966,184,0,2
London,England,England,16-07-1966,,England,Group 1,Wembley Stadium,Mexico, 19:30,1966,184,2,0
London,Mexico,England,19-07-1966,,Mexico,Group 1,Wembley Stadium,Uruguay, 16:30,1966,185,0,0
London,Uruguay,England,19-07-1966,,Uruguay,Group 1,Wembley Stadium,Mexico, 16:30,1966,185,0,0
Sheffield,Argentina,England,19-07-1966,,Switzerland,Group 2,Hillsborough,Argentina, 19:30,1966,186,0,2
Sheffield,Argentina,England,19-07-1966,,Argentina,Group 2,Hillsborough,Switzerland, 19:30,1966,186,2,0
Liverpool,Portugal,England,19-07-1966,,Brazil,Group 3,Goodison Park,Portugal, 19:30,1966,187,1,3
Liverpool,Portugal,England,19-07-1966,,Portugal,Group 3,Goodison Park,Brazil, 19:30,1966,187,3,1
Middlesbrough,Korea DPR,England,19-07-1966,,Italy,Group 4,Ayresome Park,Korea DPR, 19:30,1966,188,0,1
Middlesbrough,Korea DPR,England,19-07-1966,,Korea DPR,Group 4,Ayresome Park,Italy, 19:30,1966,188,1,0
London,England,England,20-07-1966,,France,Group 1,Wembley Stadium,England, 19:30,1966,189,0,2
London,England,England,20-07-1966,,England,Group 1,Wembley Stadium,France, 19:30,1966,189,2,0
Manchester,Hungary,England,20-07-1966,,Bulgaria,Group 3,Old Trafford Stadium,Hungary, 19:30,1966,190,1,3
Manchester,Hungary,England,20-07-1966,,Hungary,Group 3,Old Trafford Stadium,Bulgaria, 19:30,1966,190,3,1
Birmingham,Germany FR,England,20-07-1966,,Spain,Group 2,Villa Park,Germany FR, 19:30,1966,191,1,2
Birmingham,Germany FR,England,20-07-1966,,Germany FR,Group 2,Villa Park,Spain, 19:30,1966,191,2,1
Sunderland,Soviet Union,England,20-07-1966,,Chile,Group 4,Roker Park Ground,Soviet Union, 19:30,1966,192,1,2
Sunderland,Soviet Union,England,20-07-1966,,Soviet Union,Group 4,Roker Park Ground,Chile, 19:30,1966,192,2,1
London,England,England,23-07-1966,,Argentina,Quarter-finals,Wembley Stadium,England, 15:00,1966,193,0,1
London,England,England,23-07-1966,,England,Quarter-finals,Wembley Stadium,Argentina, 15:00,1966,193,1,0
Sheffield,Germany FR,England,23-07-1966,,Uruguay,Quarter-finals,Hillsborough,Germany FR, 15:00,1966,194,0,4
Sheffield,Germany FR,England,23-07-1966,,Germany FR,Quarter-finals,Hillsborough,Uruguay, 15:00,1966,194,4,0
Sunderland,Soviet Union,England,23-07-1966,,Hungary,Quarter-finals,Roker Park Ground,Soviet Union, 15:00,1966,195,1,2
Sunderland,Soviet Union,England,23-07-1966,,Soviet Union,Quarter-finals,Roker Park Ground,Hungary, 15:00,1966,195,2,1
Liverpool,Portugal,England,23-07-1966,,Korea DPR,Quarter-finals,Goodison Park,Portugal, 15:00,1966,196,3,5
Liverpool,Portugal,England,23-07-1966,,Portugal,Quarter-finals,Goodison Park,Korea DPR, 15:00,1966,196,5,3
Liverpool,Germany FR,England,25-07-1966,,Soviet Union,Semi-finals,Goodison Park,Germany FR, 19:30,1966,197,1,2
Liverpool,Germany FR,England,25-07-1966,,Germany FR,Semi-finals,Goodison Park,Soviet Union, 19:30,1966,197,2,1
London,England,England,26-07-1966,,Portugal,Semi-finals,Wembley Stadium,England, 19:30,1966,198,1,2
London,England,England,26-07-1966,,England,Semi-finals,Wembley Stadium,Portugal, 19:30,1966,198,2,1
London,Portugal,England,28-07-1966,,Soviet Union,Match for third place,Wembley Stadium,Portugal, 19:30,1966,199,1,2
London,Portugal,England,28-07-1966,,Portugal,Match for third place,Wembley Stadium,Soviet Union, 19:30,1966,199,2,1
London,England,England,30-07-1966,England win after extra time,Germany FR,Final,Wembley Stadium,England, 15:00,1966,200,2,4
London,England,England,30-07-1966,England win after extra time,England,Final,Wembley Stadium,Germany FR, 15:00,1966,200,4,2
Mexico City,Soviet Union,Mexico,31-05-1970,,Soviet Union,Group 1,Estadio Azteca,Mexico, 12:00,1970,201,0,0
Mexico City,Mexico,Mexico,31-05-1970,,Mexico,Group 1,Estadio Azteca,Soviet Union, 12:00,1970,201,0,0
Puebla,Uruguay,Mexico,02-06-1970,,Israel,Group 2,Cuauhtemoc,Uruguay, 16:00,1970,202,0,2
Puebla,Uruguay,Mexico,02-06-1970,,Uruguay,Group 2,Cuauhtemoc,Israel, 16:00,1970,202,2,0
Leon,Peru,Mexico,02-06-1970,,Bulgaria,Group 4,Nou Camp - Estadio Leï¿½n,Peru, 16:00,1970,203,2,3
Leon,Peru,Mexico,02-06-1970,,Peru,Group 4,Nou Camp - Estadio Leï¿½n,Bulgaria, 16:00,1970,203,3,2
Guadalajara,England,Mexico,02-06-1970,,Romania,Group 3,Jalisco,England, 16:00,1970,204,0,1
Guadalajara,England,Mexico,02-06-1970,,England,Group 3,Jalisco,Romania, 16:00,1970,204,1,0
Toluca,Italy,Mexico,03-06-1970,,Sweden,Group 2,Luis Dosal,Italy, 16:00,1970,205,0,1
Toluca,Italy,Mexico,03-06-1970,,Italy,Group 2,Luis Dosal,Sweden, 16:00,1970,205,1,0
Leon,Germany FR,Mexico,03-06-1970,,Morocco,Group 4,Nou Camp - Estadio Leï¿½n,Germany FR, 16:00,1970,206,1,2
Leon,Germany FR,Mexico,03-06-1970,,Germany FR,Group 4,Nou Camp - Estadio Leï¿½n,Morocco, 16:00,1970,206,2,1
Guadalajara,Brazil,Mexico,03-06-1970,,Czechoslovakia,Group 3,Jalisco,Brazil, 16:00,1970,207,1,4
Guadalajara,Brazil,Mexico,03-06-1970,,Brazil,Group 3,Jalisco,Czechoslovakia, 16:00,1970,207,4,1
Mexico City,Belgium,Mexico,03-06-1970,,El Salvador,Group 1,Estadio Azteca,Belgium, 16:00,1970,208,0,3
Mexico City,Belgium,Mexico,03-06-1970,,Belgium,Group 1,Estadio Azteca,El Salvador, 16:00,1970,208,3,0
Puebla,Italy,Mexico,06-06-1970,,Italy,Group 2,Cuauhtemoc,Uruguay, 16:00,1970,209,0,0
Puebla,Uruguay,Mexico,06-06-1970,,Uruguay,Group 2,Cuauhtemoc,Italy, 16:00,1970,209,0,0
Leon,Peru,Mexico,06-06-1970,,Morocco,Group 4,Nou Camp - Estadio Leï¿½n,Peru, 16:00,1970,210,0,3
Leon,Peru,Mexico,06-06-1970,,Peru,Group 4,Nou Camp - Estadio Leï¿½n,Morocco, 16:00,1970,210,3,0
Guadalajara,Romania,Mexico,06-06-1970,,Czechoslovakia,Group 3,Jalisco,Romania, 16:00,1970,211,1,2
Guadalajara,Romania,Mexico,06-06-1970,,Romania,Group 3,Jalisco,Czechoslovakia, 16:00,1970,211,2,1
Mexico City,Soviet Union,Mexico,06-06-1970,,Belgium,Group 1,Estadio Azteca,Soviet Union, 16:00,1970,212,1,4
Mexico City,Soviet Union,Mexico,06-06-1970,,Soviet Union,Group 1,Estadio Azteca,Belgium, 16:00,1970,212,4,1
Toluca,Israel,Mexico,07-06-1970,,Israel,Group 2,Luis Dosal,Sweden, 12:00,1970,213,1,1
Toluca,Sweden,Mexico,07-06-1970,,Sweden,Group 2,Luis Dosal,Israel, 12:00,1970,213,1,1
Leon,Germany FR,Mexico,07-06-1970,,Bulgaria,Group 4,Nou Camp - Estadio Leï¿½n,Germany FR, 12:00,1970,214,2,5
Leon,Germany FR,Mexico,07-06-1970,,Germany FR,Group 4,Nou Camp - Estadio Leï¿½n,Bulgaria, 12:00,1970,214,5,2
Guadalajara,Brazil,Mexico,07-06-1970,,England,Group 3,Jalisco,Brazil, 12:00,1970,215,0,1
Guadalajara,Brazil,Mexico,07-06-1970,,Brazil,Group 3,Jalisco,England, 12:00,1970,215,1,0
Mexico City,Mexico,Mexico,07-06-1970,,El Salvador,Group 1,Estadio Azteca,Mexico, 12:00,1970,216,0,4
Mexico City,Mexico,Mexico,07-06-1970,,Mexico,Group 1,Estadio Azteca,El Salvador, 12:00,1970,216,4,0
Puebla,Sweden,Mexico,10-06-1970,,Uruguay,Group 2,Cuauhtemoc,Sweden, 16:00,1970,217,0,1
Puebla,Sweden,Mexico,10-06-1970,,Sweden,Group 2,Cuauhtemoc,Uruguay, 16:00,1970,217,1,0
Leon,Germany FR,Mexico,10-06-1970,,Peru,Group 4,Nou Camp - Estadio Leï¿½n,Germany FR, 16:00,1970,218,1,3
